22.3995 	INFO 	Loaded monitor calibration from ['2025_08_11 13:43']
9.2388 	EXP 	Device response: <KeyPress from None: t=9.034035299999232, value=space, duration=0.1915011000019149>
9.4232 	EXP 	Sound sound_1 reached end of file
9.4396 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
9.7440 	EXP 	Sound sound_1 stopped
9.7717 	EXP 	text: autoDraw = True
9.7717 	EXP 	textbox: autoDraw = True
10.0223 	DATA 	Mouse: Left button down, pos=(605,143)
10.0231 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'delay': 0.7, 'freq': 1000.0, 'condition': 'exp', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
10.0394 	EXP 	text: autoDraw = False
10.0394 	EXP 	textbox: autoDraw = False
10.0394 	EXP 	polygon: autoDraw = True
10.1731 	DATA 	Mouse:  Left button up, pos=(605,143)
10.2399 	DATA 	Mouse: Left button down, pos=(605,143)
10.3396 	DATA 	Mouse:  Left button up, pos=(605,143)
10.3887 	EXP 	Device response: <KeyPress from None: t=10.381552700000611, value=space, duration=None>
10.3895 	DATA 	Keypress: space
10.3904 	DATA 	Mouse: Left button down, pos=(605,143)
10.4063 	EXP 	Device response: <KeyPress from None: t=9.213158999998996, value=space, duration=1.1806480000013835>
10.5732 	DATA 	Mouse:  Left button up, pos=(605,143)
10.6069 	EXP 	Device response: <KeyPress from None: t=10.594419200002449, value=space, duration=None>
10.6076 	DATA 	Keypress: space
10.6389 	EXP 	Device response: <KeyPress from None: t=10.381552700000611, value=space, duration=0.24372909999874537>
10.9389 	EXP 	Device response: <KeyPress from None: t=10.925220100001752, value=space, duration=None>
10.9396 	DATA 	Keypress: space
11.0056 	EXP 	Device response: <KeyPress from None: t=10.594419200002449, value=space, duration=0.40659599999708007>
11.0395 	INFO 	Keyboard events cleared
11.0394 	EXP 	polygon: autoDraw = False
11.0394 	EXP 	polygon_2: autoDraw = True
11.1225 	EXP 	Device response: <KeyPress from None: t=11.118451300000743, value=space, duration=None>
11.1239 	DATA 	Keypress: space
11.1389 	EXP 	polygon: autoDraw = False
11.1389 	EXP 	polygon_2: autoDraw = False
11.1727 	EXP 	Device response: <KeyPress from None: t=10.925220100001752, value=space, duration=0.2465742999993381>
11.3050 	EXP 	Device response: <KeyPress from None: t=11.289876300001197, value=space, duration=None>
11.3055 	DATA 	Keypress: space
11.3552 	EXP 	Device response: <KeyPress from None: t=11.118451300000743, value=space, duration=0.22451070000170148>
11.4890 	EXP 	Device response: <KeyPress from None: t=11.483760200000688, value=space, duration=None>
11.4896 	DATA 	Keypress: space
11.5059 	EXP 	Device response: <KeyPress from None: t=11.289876300001197, value=space, duration=0.20581070000116597>
11.8061 	EXP 	Sound sound_1 reached end of file
11.8225 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
12.1197 	EXP 	Sound sound_1 stopped
12.1370 	EXP 	text: autoDraw = True
12.1370 	EXP 	textbox: autoDraw = True
12.4623 	DATA 	Mouse: Left button down, pos=(605,143)
12.4733 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'delay': 0.1, 'freq': 1000.0, 'condition': 'exp', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
12.4888 	EXP 	text: autoDraw = False
12.4888 	EXP 	textbox: autoDraw = False
12.4888 	EXP 	polygon: autoDraw = True
12.6898 	DATA 	Mouse:  Left button up, pos=(605,143)
13.4719 	INFO 	Keyboard events cleared
13.4718 	EXP 	polygon_2: autoDraw = True
13.4889 	EXP 	polygon: autoDraw = False
13.6406 	EXP 	Device response: <KeyPress from None: t=13.63764430000083, value=space, duration=None>
13.6425 	DATA 	Keypress: space
13.6576 	EXP 	polygon: autoDraw = False
13.6576 	EXP 	polygon_2: autoDraw = False
13.7090 	EXP 	Device response: <KeyPress from None: t=11.483760200000688, value=space, duration=2.208294100000785>
13.7388 	EXP 	Sound sound_1 reached end of file
13.7552 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
14.0501 	EXP 	Sound sound_1 stopped
14.0704 	EXP 	text: autoDraw = True
14.0704 	EXP 	textbox: autoDraw = True
14.6652 	DATA 	Mouse: Left button down, pos=(605,143)
14.6879 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'delay': 0.4, 'freq': 400.0, 'condition': 'unexp', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
14.7048 	EXP 	text: autoDraw = False
14.7048 	EXP 	textbox: autoDraw = False
14.7048 	EXP 	polygon: autoDraw = True
14.8890 	DATA 	Mouse:  Left button up, pos=(605,143)
15.6880 	INFO 	Keyboard events cleared
15.6879 	EXP 	polygon_2: autoDraw = True
15.7049 	EXP 	polygon: autoDraw = False
15.7389 	EXP 	Device response: <KeyPress from None: t=15.724451099998987, value=space, duration=None>
15.7403 	DATA 	Keypress: space
15.7552 	EXP 	polygon: autoDraw = False
15.7552 	EXP 	polygon_2: autoDraw = False
15.7890 	EXP 	Device response: <KeyPress from None: t=13.63764430000083, value=space, duration=2.1474756999996316>
16.1220 	EXP 	Sound sound_1 reached end of file
16.1384 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
16.4419 	EXP 	Sound sound_1 stopped
16.4712 	EXP 	text: autoDraw = True
16.4712 	EXP 	textbox: autoDraw = True
16.7937 	DATA 	Mouse: Left button down, pos=(605,143)
16.8055 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'delay': 0.7, 'freq': 1000.0, 'condition': 'exp', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
16.8223 	EXP 	text: autoDraw = False
16.8223 	EXP 	textbox: autoDraw = False
16.8223 	EXP 	polygon: autoDraw = True
17.0221 	DATA 	Mouse:  Left button up, pos=(605,143)
17.8049 	INFO 	Keyboard events cleared
17.8047 	EXP 	polygon_2: autoDraw = True
17.8060 	DATA 	Keypress: space
17.8213 	EXP 	polygon: autoDraw = False
17.8891 	EXP 	Device response: <KeyPress from None: t=15.724451099998987, value=space, duration=2.1529709000024013>
18.2386 	EXP 	Device response: <KeyPress from None: t=18.228325100000802, value=space, duration=None>
18.2398 	DATA 	Keypress: space
18.2549 	EXP 	polygon: autoDraw = False
18.2549 	EXP 	polygon_2: autoDraw = False
18.2553 	EXP 	Device response: <KeyPress from None: t=18.228325100000802, value=space, duration=0.014423799999349285>
18.9388 	EXP 	Sound sound_1 reached end of file
18.9552 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
19.2592 	EXP 	Sound sound_1 stopped
19.2865 	EXP 	text: autoDraw = True
19.2865 	EXP 	textbox: autoDraw = True
19.4094 	DATA 	Mouse: Left button down, pos=(605,143)
19.4222 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'delay': 0.4, 'freq': 1000.0, 'condition': 'exp', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
19.4380 	EXP 	text: autoDraw = False
19.4380 	EXP 	textbox: autoDraw = False
19.4380 	EXP 	polygon: autoDraw = True
19.6229 	DATA 	Mouse:  Left button up, pos=(605,143)
20.4210 	INFO 	Keyboard events cleared
20.4209 	EXP 	polygon_2: autoDraw = True
20.4376 	EXP 	polygon: autoDraw = False
20.5888 	EXP 	Device response: <KeyPress from None: t=20.582839700000477, value=space, duration=None>
20.5904 	DATA 	Keypress: space
20.6051 	EXP 	polygon: autoDraw = False
20.6051 	EXP 	polygon_2: autoDraw = False
20.6554 	EXP 	Device response: <KeyPress from None: t=20.582839700000477, value=space, duration=0.06745859999864479>
20.9724 	EXP 	Sound sound_1 reached end of file
20.9888 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
21.2861 	EXP 	Sound sound_1 stopped
21.3033 	EXP 	text: autoDraw = True
21.3033 	EXP 	textbox: autoDraw = True
21.5724 	DATA 	Mouse: Left button down, pos=(605,143)
21.5734 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'delay': 0.1, 'freq': 1000.0, 'condition': 'exp', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
21.5874 	EXP 	text: autoDraw = False
21.5874 	EXP 	textbox: autoDraw = False
21.5874 	EXP 	polygon: autoDraw = True
21.8053 	DATA 	Mouse:  Left button up, pos=(605,143)
22.5738 	INFO 	Keyboard events cleared
22.5736 	EXP 	polygon_2: autoDraw = True
22.5894 	EXP 	polygon: autoDraw = False
22.6232 	EXP 	Device response: <KeyPress from None: t=22.61104840000189, value=space, duration=None>
22.6250 	DATA 	Keypress: space
22.6395 	EXP 	polygon: autoDraw = False
22.6395 	EXP 	polygon_2: autoDraw = False
22.6906 	EXP 	Device response: <KeyPress from None: t=22.61104840000189, value=space, duration=0.06853140000021085>
22.7074 	EXP 	Sound sound_1 reached end of file
22.7237 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
23.0225 	EXP 	Sound sound_1 stopped
23.0553 	EXP 	text: autoDraw = True
23.0553 	EXP 	textbox: autoDraw = True
23.4608 	DATA 	Mouse: Left button down, pos=(605,143)
23.4718 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'delay': 0.7, 'freq': 1000.0, 'condition': 'exp', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
23.4871 	EXP 	text: autoDraw = False
23.4871 	EXP 	textbox: autoDraw = False
23.4871 	EXP 	polygon: autoDraw = True
23.6890 	DATA 	Mouse:  Left button up, pos=(605,143)
24.4734 	INFO 	Keyboard events cleared
24.4731 	EXP 	polygon_2: autoDraw = True
24.4746 	DATA 	Keypress: space
24.4900 	EXP 	polygon: autoDraw = False
24.9376 	EXP 	Device response: <KeyPress from None: t=24.937222500000644, value=space, duration=None>
24.9394 	DATA 	Keypress: space
24.9542 	EXP 	polygon: autoDraw = False
24.9542 	EXP 	polygon_2: autoDraw = False
25.0038 	EXP 	Device response: <KeyPress from None: t=24.937222500000644, value=space, duration=0.056418700001813704>
25.6206 	EXP 	Sound sound_1 reached end of file
25.6370 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
25.9366 	EXP 	Sound sound_1 stopped
25.9473 	DATA 	Mouse: Left button down, pos=(605,143)
25.9722 	EXP 	text: autoDraw = True
25.9722 	EXP 	textbox: autoDraw = True
25.9737 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'delay': 0.4, 'freq': 1000.0, 'condition': 'exp', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
25.9897 	EXP 	text: autoDraw = False
25.9897 	EXP 	textbox: autoDraw = False
25.9897 	EXP 	polygon: autoDraw = True
26.1718 	DATA 	Mouse:  Left button up, pos=(605,143)
26.9870 	INFO 	Keyboard events cleared
26.9869 	EXP 	polygon_2: autoDraw = True
27.0042 	EXP 	polygon: autoDraw = False
27.2545 	EXP 	Device response: <KeyPress from None: t=27.248958800002583, value=space, duration=None>
27.2557 	DATA 	Keypress: space
27.2705 	EXP 	polygon: autoDraw = False
27.2705 	EXP 	polygon_2: autoDraw = False
27.3230 	EXP 	Device response: <KeyPress from None: t=27.248958800002583, value=space, duration=0.05992589999732445>
27.6400 	EXP 	Sound sound_1 reached end of file
27.6563 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
27.9551 	EXP 	Sound sound_1 stopped
27.9857 	EXP 	text: autoDraw = True
27.9857 	EXP 	textbox: autoDraw = True
28.2759 	DATA 	Mouse: Left button down, pos=(605,143)
28.2873 	EXP 	New trial (rep=0, index=11): <Trial 11 (11 in rep 0) data={'delay': 0.1, 'freq': 1000.0, 'condition': 'exp', 'thisN': 11, 'thisTrialN': 11, 'thisRepN': 0}>
28.3038 	EXP 	text: autoDraw = False
28.3038 	EXP 	textbox: autoDraw = False
28.3038 	EXP 	polygon: autoDraw = True
28.5042 	DATA 	Mouse:  Left button up, pos=(605,143)
29.2899 	INFO 	Keyboard events cleared
29.2897 	EXP 	polygon_2: autoDraw = True
29.3033 	EXP 	polygon: autoDraw = False
29.3706 	EXP 	Device response: <KeyPress from None: t=29.355987499999173, value=space, duration=None>
29.3724 	DATA 	Keypress: space
29.3868 	EXP 	polygon: autoDraw = False
29.3868 	EXP 	polygon_2: autoDraw = False
29.4372 	EXP 	Device response: <KeyPress from None: t=29.355987499999173, value=space, duration=0.0671717000004719>
29.4543 	EXP 	Sound sound_1 reached end of file
29.4707 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
29.7719 	EXP 	Sound sound_1 stopped
29.8030 	EXP 	text: autoDraw = True
29.8030 	EXP 	textbox: autoDraw = True
30.3245 	DATA 	Mouse: Left button down, pos=(605,143)
30.3381 	EXP 	New trial (rep=1, index=0): <Trial 12 (0 in rep 1) data={'delay': 0.4, 'freq': 400.0, 'condition': 'unexp', 'thisN': 12, 'thisTrialN': 0, 'thisRepN': 1}>
30.3541 	EXP 	text: autoDraw = False
30.3541 	EXP 	textbox: autoDraw = False
30.3541 	EXP 	polygon: autoDraw = True
30.5543 	DATA 	Mouse:  Left button up, pos=(605,143)
31.3531 	INFO 	Keyboard events cleared
31.3530 	EXP 	polygon_2: autoDraw = True
31.3695 	EXP 	polygon: autoDraw = False
31.6204 	EXP 	Device response: <KeyPress from None: t=31.612020399999892, value=space, duration=None>
31.6221 	DATA 	Keypress: space
31.6370 	EXP 	polygon: autoDraw = False
31.6370 	EXP 	polygon_2: autoDraw = False
31.7194 	EXP 	Device response: <KeyPress from None: t=31.612020399999892, value=space, duration=0.09564990000217222>
32.0033 	EXP 	Sound sound_1 reached end of file
32.0197 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
32.3173 	EXP 	Sound sound_1 stopped
32.3357 	EXP 	text: autoDraw = True
32.3357 	EXP 	textbox: autoDraw = True
32.6305 	DATA 	Mouse: Left button down, pos=(605,143)
32.6527 	EXP 	New trial (rep=1, index=1): <Trial 13 (1 in rep 1) data={'delay': 0.4, 'freq': 1000.0, 'condition': 'exp', 'thisN': 13, 'thisTrialN': 1, 'thisRepN': 1}>
32.6698 	EXP 	text: autoDraw = False
32.6698 	EXP 	textbox: autoDraw = False
32.6698 	EXP 	polygon: autoDraw = True
32.8538 	DATA 	Mouse:  Left button up, pos=(605,143)
33.6556 	INFO 	Keyboard events cleared
33.6554 	EXP 	polygon_2: autoDraw = True
33.6720 	EXP 	polygon: autoDraw = False
33.6909 	DATA 	Keypress: space
33.7058 	EXP 	Device response: <KeyPress from None: t=33.69005140000081, value=space, duration=None>
33.7224 	EXP 	polygon: autoDraw = False
33.7224 	EXP 	polygon_2: autoDraw = False
33.7725 	EXP 	Device response: <KeyPress from None: t=33.69005140000081, value=space, duration=0.06611619999966933>
34.1032 	EXP 	Sound sound_1 reached end of file
34.1196 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
34.4176 	EXP 	Sound sound_1 stopped
34.4348 	EXP 	text: autoDraw = True
34.4348 	EXP 	textbox: autoDraw = True
34.7036 	DATA 	Mouse: Left button down, pos=(605,143)
34.7047 	EXP 	New trial (rep=1, index=2): <Trial 14 (2 in rep 1) data={'delay': 0.4, 'freq': 1000.0, 'condition': 'exp', 'thisN': 14, 'thisTrialN': 2, 'thisRepN': 1}>
34.7202 	EXP 	text: autoDraw = False
34.7202 	EXP 	textbox: autoDraw = False
34.7202 	EXP 	polygon: autoDraw = True
34.9204 	DATA 	Mouse:  Left button up, pos=(605,143)
35.6702 	EXP 	Device response: <KeyPress from None: t=35.664509300000645, value=space, duration=None>
35.6709 	DATA 	Keypress: space
35.7191 	INFO 	Keyboard events cleared
35.7190 	EXP 	polygon_2: autoDraw = True
35.7360 	EXP 	polygon: autoDraw = False
35.7530 	EXP 	Device response: <KeyPress from None: t=35.664509300000645, value=space, duration=0.08049250000112806>
36.2362 	EXP 	Device response: <KeyPress from None: t=36.22437759999957, value=space, duration=None>
36.2374 	DATA 	Keypress: space
36.2528 	EXP 	polygon: autoDraw = False
36.2528 	EXP 	polygon_2: autoDraw = False
36.2859 	EXP 	Device response: <KeyPress from None: t=36.22437759999957, value=space, duration=0.05561460000171792>
36.6197 	EXP 	Sound sound_1 reached end of file
36.6361 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
36.9307 	EXP 	Sound sound_1 stopped
36.9543 	EXP 	text: autoDraw = True
36.9543 	EXP 	textbox: autoDraw = True
37.2366 	DATA 	Mouse: Left button down, pos=(605,143)
37.2374 	EXP 	New trial (rep=1, index=3): <Trial 15 (3 in rep 1) data={'delay': 0.7, 'freq': 1000.0, 'condition': 'exp', 'thisN': 15, 'thisTrialN': 3, 'thisRepN': 1}>
37.2572 	EXP 	text: autoDraw = False
37.2572 	EXP 	textbox: autoDraw = False
37.2572 	EXP 	polygon: autoDraw = True
37.4369 	DATA 	Mouse:  Left button up, pos=(605,143)
38.2362 	INFO 	Keyboard events cleared
38.2361 	EXP 	polygon_2: autoDraw = True
38.2695 	EXP 	polygon: autoDraw = False
38.4699 	EXP 	Device response: <KeyPress from None: t=38.46346230000199, value=space, duration=None>
38.4713 	DATA 	Keypress: space
38.4865 	EXP 	polygon: autoDraw = False
38.4865 	EXP 	polygon_2: autoDraw = False
38.5526 	EXP 	Device response: <KeyPress from None: t=38.46346230000199, value=space, duration=0.07273319999876549>
39.1694 	EXP 	Sound sound_1 reached end of file
39.1858 	EXP 	Playing sound sound_1 on speaker Speaker (Realtek(R) Audio)
39.4828 	EXP 	Sound sound_1 stopped
39.5018 	EXP 	text: autoDraw = True
39.5018 	EXP 	textbox: autoDraw = True
39.6077 	DATA 	Mouse: Left button down, pos=(605,143)
39.6201 	EXP 	New trial (rep=1, index=4): <Trial 16 (4 in rep 1) data={'delay': 0.7, 'freq': 1000.0, 'condition': 'exp', 'thisN': 16, 'thisTrialN': 4, 'thisRepN': 1}>
39.6354 	EXP 	text: autoDraw = False
39.6354 	EXP 	textbox: autoDraw = False
39.6354 	EXP 	polygon: autoDraw = True
39.8373 	DATA 	Mouse:  Left button up, pos=(605,143)
40.6358 	INFO 	Keyboard events cleared
40.6357 	EXP 	polygon: autoDraw = False
40.6357 	EXP 	polygon_2: autoDraw = True
40.7866 	EXP 	Device response: <KeyPress from None: t=40.77905739999915, value=space, duration=None>
40.7879 	DATA 	Keypress: space
40.8034 	EXP 	polygon: autoDraw = False
40.8034 	EXP 	polygon_2: autoDraw = False
